F1,F2,F3,F4,F5
18.5,5,0.9,0,24
20.9,344,0.9,0,21
22.9,360,0.9,0,8
21.9,5,0.9,0,19
13.2,360,0.9,0,24
23.7,72,0.9,0,8
15.8,296,0.9,0,18
25,348,0.9,0,24
12.7,360,0.9,0,30
12.7,360,0.9,0,22
23.3,333,0.9,0,26
16.6,344,1,0,26
24.3,360,1,0,5
17.1,323,1,0,20
5.3,333,1,0,26
-13.1,327,1,0,22
19.6,295,1,0,28
24.4,118,1,0,26
10.5,360,1,0,30
24.3,342,1,0,17
20.5,129,1,0,10
14.6,295,1,0,8
24.3,360,1,0,6
17.5,307,1,0,22
20.3,111,1,0,16
27.7,133,1,0,24
21.1,347,1,0,19
20.9,360,1,0,18
12.9,360,1,0,22
10.5,360,1,0,10
12.9,360,1,0,12
19.2,360,1,0,25
17.8,110,1,0,30
27.6,360,1,0,26
16.6,344,1,0,28
30.9,17,1.1,0,26
19,131,1.1,0,8
-6.7,360,1.1,0,22
-5.6,360,1.1,0,8
22.8,228,1.1,0,20
16.4,164,1.1,0,16
24,333,1.1,0,18
22.8,228,1.1,0,9
14.5,94,1.1,0,26
20.2,328,1.1,0,12
24,333,1.1,0,20
19.9,294,1.1,0,26
19,131,1.1,0,18
21.7,118,1.1,0,16
20,360,1.1,0,19
17,360,1.1,0,29
20,360,1.1,0,24
27.1,127,1.2,0,20
-8.5,328,1.2,0,18
-8.5,328,1.2,0,16
10.4,296,1.2,0,4
-2.6,360,1.2,0,14
12,306,1.2,0,28
16.7,157,1.2,0,25
12,306,1.2,0,22
21.1,152,1.2,0,26
14.7,280,1.2,0,6
28,360,1.2,0,17
19.1,360,1.2,0,29
14.2,11,1.2,0,22
14.2,11,1.2,0,20
29.2,142,1.2,0,26
22.6,222,1.3,0,11
-3.3,360,1.3,0,24
30.9,147,1.3,0,8
30.9,147,1.3,0,10
2.7,360,1.3,0,25
21.9,274,1.3,0,6
23.4,122,1.3,0,6
-1.6,360,1.3,0,8
17.4,125,1.3,0,4
-5.8,360,1.3,0,10
1.7,233,1.3,0,12
21.6,241,1.3,0,14
25.4,360,1.3,0,16
1.1,360,1.3,0,22
1.7,233,1.3,0,20
-5.5,360,1.3,0,10
23.1,346,1.3,0,7
26.5,101,1.3,0,26
23,360,1.3,0,6
13.4,109,1.3,0,4
20.6,174,1.3,0,29
22.4,297,1.3,0,16
25.4,360,1.3,0,20
29,125,1.3,0,24
21.1,203,1.4,0,11
9.8,292,1.4,0,12
16.6,360,1.4,0,14
25.2,172,1.4,0,14
25.1,121,1.4,0,16
16,96,1.4,0,16
-6.8,360,1.4,0,18
1.5,205,1.4,0,10
17.2,128,1.4,0,20
23.6,316,1.4,0,16
-5.5,360,1.4,0,24
-4.4,360,1.4,0,27
21.6,174,1.4,0,16
10.9,281,1.4,0,26
12.2,334,1.4,0,24
19.3,360,1.4,0,17
22.6,171,1.4,0,13
20.3,329,1.4,0,22
16.6,360,1.4,0,22
20.9,156,1.4,0,30
20.6,276,1.4,0,23
20.3,173,1.4,0,24
20.6,276,1.4,0,24
26.1,337,1.4,0,24
23.2,129,1.4,0,30
15.7,322,1.5,0,16
23.2,315,1.5,0,14
23.6,360,1.5,0,17
20.6,182,1.5,0,17
21.8,125,1.5,0,10
21.9,147,1.5,0,12
23.6,360,1.5,0,25
1.7,328,1.5,0,25
16,135,1.5,0,23
17.3,321,1.5,0,30
18.3,360,1.5,0,18
17.3,321,1.5,0,22
22.3,360,1.5,0,10
25.9,313,1.5,0,26
15.7,322,1.5,0,12
24.4,360,1.5,0,25
21.8,125,1.5,0,20
22.3,360,1.5,0,12
24.4,360,1.5,0,20
23.2,315,1.5,0,22
20.1,292,1.5,0,29
-3.3,345,1.6,0,24
21.8,143,1.6,0,2
23.1,131,1.6,0,14
23.2,118,1.6,0,8
24.8,281,1.6,0,12
-1.1,289,1.6,0,22
24.2,248,1.6,0,10
23.9,116,1.6,0,6
19.4,98,1.6,0,24
26,294,1.6,0,18
23.1,131,1.6,0,8
23.2,118,1.6,0,16
19.4,98,1.6,0,26
17.4,317,1.6,0,26
9.7,360,1.6,0,23
20.2,137,1.6,0,30
22.2,257,1.6,0,14
27.1,340,1.6,0,12
28.8,152,1.6,0,28
-4.8,325,1.6,0,26
29.6,109,1.6,0,18
17.4,317,1.6,0,28
23.4,116,1.6,0,14
11.1,291,1.6,0,22
20,336,1.6,0,6
23.9,342,1.6,0,27
20.4,360,1.6,0,23
27.1,340,1.6,0,11
23.5,170,1.6,0,12
28.3,134,1.6,0,30
20.2,360,1.6,0,12
19.9,314,1.7,0,20
24,131,1.7,0,12
27.1,138,1.7,0,22
4.9,314,1.7,0,29
20.6,343,1.7,0,21
16.2,180,1.7,0,6
22.4,346,1.7,0,12
27.6,360,1.7,0,16
15.9,170,1.7,0,26
14.9,314,1.7,0,22
23.6,147,1.7,0,14
26.1,340,1.7,0,11
21.7,324,1.7,0,24
27.6,360,1.7,0,12
19.9,314,1.7,0,20
13.1,323,1.7,0,24
17.2,360,1.7,0,30
22.4,346,1.7,0,11
23.4,278,1.7,0,25
21.7,324,1.7,0,26
7.3,134,1.8,0,4
24.6,296,1.8,0,22
23.5,146,1.8,0,14
28.3,304,1.8,0,6
16.9,269,1.8,0,30
25,193,1.8,0,27
20.6,340,1.8,0,22
25,193,1.8,0,19
1.8,331,1.8,0,22
22.3,360,1.8,0,12
13.8,318,1.8,0,22
13.7,128,1.8,0,12
18.2,176,1.8,0,20
16.4,360,1.8,0,18
28.3,304,1.8,0,20
27.1,122,1.8,0,22
26.5,172,1.8,0,26
25.9,75,1.8,0,26
18.7,310,1.8,0,26
18,133,1.8,0,23
22.3,360,1.8,0,18
13.8,318,1.8,0,28
17.6,110,1.8,0,30
19.3,360,1.8,0,24
18,133,1.8,0,28
23,199,1.9,0,21
5.5,310,1.9,0,13
26,342,1.9,0,28
-0.8,329,1.9,0,26
23,199,1.9,0,15
14.3,314,1.9,0,14
18.7,316,1.9,0,28
5.5,310,1.9,0,10
26,342,1.9,0,24
-5,346,1.9,0,8
13,168,1.9,0,4
20.5,109,1.9,0,20
6.1,147,1.9,0,30
26.6,336,1.9,0,9
19,285,1.9,0,24
22.6,268,1.9,0,28
12.8,287,1.9,0,24
26.1,242,1.9,0,24
19.8,132,1.9,0,29
18.2,225,1.9,0,24
18.2,225,1.9,0,10
22.7,158,1.9,0,25
19.4,262,1.9,0,14
23.1,313,1.9,0,28
13.3,315,2,0,22
30.6,181,2,0,22
20.5,158,2,0,30
22.1,307,2,0,17
23.2,131,2,0,18
19.5,194,2,0,28
22.4,94,2,0,8
24.2,172,2,0,8
13.9,315,2,0,20
22.1,307,2,0,15
19.5,300,2,0,16
12,322,2,0,28
26.6,343,2,0,13
26,299,2,0,30
26,299,2,0,26
26.9,115,2,0,28
15.2,360,2,0,14
25.4,135,2,0,20
24.1,298,2.1,0,12
23.5,360,2.1,0,6
2.4,360,2.1,0,28
-2.1,323,2.1,0,24
17.1,126,2.1,0,16
26.3,238,2.1,0,22
12.4,305,2.1,0,22
2.4,360,2.1,0,10
20.3,316,2.1,0,30
19.6,150,2.1,0,28
23.4,127,2.1,0,26
23.5,360,2.1,0,4
19.6,150,2.1,0,8
26.3,238,2.1,0,8
9.2,126,2.1,0,8
19.9,158,2.1,0,24
9.2,126,2.1,0,18
6.3,94,2.1,0,16
17,304,2.1,0,30
16.6,308,2.1,0,26
15.9,360,2.1,0,16
25,286,2.1,0,23
25,286,2.1,0,24
22.5,139,2.2,0,24
15.5,313,2.2,0,18
20.6,307,2.2,0,30
23.5,321,2.2,0,6
-0.5,337,2.2,0,26
13.5,110,2.2,0,26
20.1,284,2.2,0,28
19.7,127,2.2,0,24
10.8,107,2.2,0,24
19.1,360,2.2,0,14
19.5,314,2.3,0,28
18.8,250,2.3,0,20
24.5,132,2.3,0,20
16.5,299,2.3,0,30
25,360,2.3,0,14
21.7,157,2.3,0,30
25,360,2.3,0,27
15.7,360,2.3,0,14
1.4,360,2.4,0,28
26.7,118,2.4,0,26
26.9,126,2.4,0,28
-0.2,360,2.4,0,18
1.4,360,2.4,0,10
17.8,300,2.4,0,4
0.2,340,2.4,0,22
12.2,335,2.4,0,16
26.8,299,2.4,0,19
12.2,335,2.4,0,30
23.9,131,2.4,0,18
26.8,299,2.4,0,30
-1.6,331,2.5,0,18
18.7,139,2.5,0,16
26.7,360,2.5,0,6
26.7,360,2.5,0,20
17.1,311,2.5,0,28
17.5,285,2.5,0,22
4.4,295,2.5,0,22
25.5,166,2.5,0,16
19.7,135,2.5,0,14
-1.7,330,2.5,0,26
25.5,166,2.5,0,22
22.2,133,2.5,0,24
18.1,334,2.5,0,22
19.7,209,2.5,0,22
23.9,131,2.5,0,22
18.7,139,2.5,0,12
19.7,209,2.5,0,26
18.4,135,2.5,0,24
24,161,2.5,0,30
27.3,345,2.5,0,19
15,216,2.5,0,28
26.1,98,2.6,0,20
21,143,2.6,0,14
11.6,98,2.6,0,2
27.6,360,2.6,0,20
22.3,115,2.6,0,26
14.3,177,2.6,0,16
10.3,306,2.6,0,30
23.2,288,2.6,0,24
24.6,301,2.6,0,30
23.1,323,2.7,0,12
7.5,298,2.7,0,22
2.7,360,2.7,0,20
2.7,360,2.7,0,2
8.9,303,2.7,0,26
5.6,310,2.7,0,16
22.5,346,2.7,0,26
-0.3,246,2.7,0,30
2.9,113,2.7,0,24
11.4,129,2.7,0,24
7.5,298,2.7,0,22
20.9,143,2.8,0,4
21.8,292,2.8,0,8
16.6,304,2.8,0,22
19.8,306,2.8,0,16
21.8,292,2.8,0,6
19.8,343,2.8,0,6
4.9,132,2.8,0,14
19.6,299,2.8,0,24
13.5,281,2.8,0,22
2.3,313,2.9,0,23
13.2,315,2.9,0,14
28.6,162,2.9,0,28
11.1,289,2.9,0,8
28.6,162,2.9,0,29
11.1,289,2.9,0,16
21.8,360,2.9,0,13
27,360,3,0,11
27,360,3,0,27
22.3,169,3,0,10
-2.5,328,3,0,22
6.2,124,3,0,26
12.1,156,3,0,28
22.2,291,3,0,21
22.6,331,3.1,0,17
17.2,269,3.1,0,28
23.9,360,3.1,0,9
-2.3,360,3.1,0,26
-2.5,303,3.1,0,28
20.8,307,3.1,0,14
12.3,135,3.1,0,30
21.3,297,3.2,0,8
-0.8,334,3.2,0,18
11.5,137,3.2,0,20
-13.8,302,3.2,0,28
22.5,124,3.2,0,18
6.7,116,3.2,0,24
19.6,307,3.2,0,26
15.7,283,3.2,0,24
19.6,307,3.2,0,22
1.8,334,3.3,0,22
1.8,334,3.3,0,16
-2.6,360,3.3,0,8
-7.4,313,3.3,0,24
-7.9,295,3.3,0,24
-8.2,306,3.3,0,28
3.5,301,3.3,0,26
24.8,172,3.4,0,4
-3.6,335,3.4,0,22
-8.8,293,3.4,0,28
17.2,360,3.4,0,6
22.8,360,3.4,0,25
25.8,150,3.5,0,20
22.6,112,3.5,0,2
6.4,270,3.5,0,16
22.6,112,3.5,0,6
17.4,360,3.5,0,26
17.4,360,3.5,0,20
12.5,277,3.6,0,16
-5.9,322,3.6,0,26
12.5,277,3.6,0,8
20.9,287,3.7,0,18
-6.4,315,3.7,0,28
29.9,324,3.7,0,28
22.6,111,3.7,0,18
20.9,287,3.7,0,24
16.3,186,3.7,0,12
26.5,160,3.8,0,26
-3.1,325,3.8,0,14
10.4,146,3.8,0,12
10.4,146,3.8,0,24
23.6,341,3.9,0,9
22.9,254,3.9,0,30
21,116,4,0,26
22,344,4,0,16
12.7,115,4,0,14
12.7,115,4,0,18
12.3,263,4,0,14
3.1,338,4.1,0,26
-7.8,299,4.1,0,28
12.6,271,4.1,0,6
12.6,271,4.1,0,6
24,316,4.1,0,27
1.2,296,4.2,0,30
8.7,142,4.3,0,8
19.8,298,4.3,0,22
-0.3,316,4.4,0,22
-0.7,360,4.5,0,12
-0.7,360,4.5,0,10
-1.9,331,4.7,0,8
21,334,4.7,0,28
12.6,261,4.7,0,2
12.6,261,4.7,0,6
23.9,307,4.8,0,11
12.6,261,4.9,0,12
0,0,0,0,14
0.1,0,0.4,0,12
11,0,0.4,0,13
24,0,0.1,0,16
13.2,0,0.3,0,13
5.8,0,0.1,0,24
2.2,0,0.2,0,30
-3.4,0,0.2,0,30
0.5,0,0.4,0,30
14.3,0,0.2,0,10
13.3,0,0,0,10
23.1,0,0,0,14
15.3,0,0.4,0,18
7.2,0,0.3,0,24
15.1,0,0.3,0,10
-0.3,0,0.1,0,30
2.7,0,0.3,0,14
7,0,0.4,0,15
15.5,0,0.3,0,8
23.1,0,0,0,6
10.2,0,0.4,0,29
16.1,0,0.4,0,24
6.7,0,0.3,0,18
1.9,0,0.3,0,18
2.2,0,0.2,0,17
16.7,0,0.4,0,14
15.3,0,0.3,0,10
18.3,0,0.1,0,18
-5.5,0,0.2,0,20
14.6,0,0.3,0,24
0.4,0,0.3,0,29
23,0,0.2,0,27
3.7,0,0.1,0,26
16.7,0,0.4,0,8
16,0,0.3,0,9
-5.4,0,0.2,0,20
18.7,0,0.2,0,30
18.6,0,0.4,0,10
15.2,0,0.2,0,10
0.2,0,0.2,0,24
17.5,0,0,0,27
-0.9,0,0.3,0,18
24.2,0,0.1,0,27
2.8,0,0.2,0,13
6.7,0,0.3,1,13
23.9,0,0.4,0,8
0.7,0,0.4,0,4
18.4,0,0.3,0,14
23.4,0,0,0,4
12.8,0,0.4,0,16
24.3,0,0.4,0,30
23.5,0,0.1,0,30
10.6,0,0.2,0,22
6.9,0,0.3,0,18
-1.2,0,0.4,0,26
23.2,0,0.4,0,26
18.8,0,0.3,0,23
-0.3,0,0.2,0,4
1.2,0,0.1,0,10
1,0,0.4,0,28
19.6,0,0.4,0,27
21.1,0,0.2,0,17
19.3,0,0.1,0,17
0.2,0,0.3,0,8
1.7,0,0.4,0,10
25.3,0,0.3,0,4
-1.6,0,0,0,30
-0.1,0,0,0,18
19.7,0,0.1,0,9
18.3,0,0.2,0,21
19.9,0,0.1,0,12
19.6,0,0,0,12
4.3,0,0.2,0,30
16.3,0,0,0,12
0.9,0,0.3,0,10
-2.1,0,0.2,0,20
1,0,0.4,0,16
17.9,0,0.3,0,21
15.9,0,0.1,0,21
-1.1,0,0.3,0,12
1.7,0,0.4,0,12
14,0,0.2,0,8
-0.3,0,0.1,0,24
16.7,0,0.1,0,21
16.8,0,0.1,0,23
14.9,0,0.4,0,27
15.8,0,0.4,0,23
-0.3,0,0.4,0,24
17.2,0,0.4,0,23
16.8,0,0.2,0,21
17.6,0,0.2,0,23
16.1,0,0,0,27
16.7,0,0.1,0,25
19.1,0,0,0,28
20.8,0,0.4,0,26
18.2,0,0.4,0,26
16.6,0,0.2,0,29
16.4,0,0,0,30
-0.9,0,0.3,0,28
10.6,0,0.2,0,16
23.6,0,0,0,16
16.7,0,0.2,0,29
-0.9,0,0.4,0,16
23.6,0,0.1,0,25
1.6,0,0.1,0,29
16.8,0,0.2,0,25
4.1,0,0.4,0,28
2.2,0,0,0,30
23.4,0,0.3,0,21
19.7,0,0.1,0,25
1.2,0,0.2,0,27
16.8,0,0.1,0,23
1.7,0,0.1,0,28
3.7,0,0.2,0,26
16.7,0,0.2,0,27
16.1,0,0,0,25
1.9,0,0.3,0,29
23.2,0,0.4,0,28
22.6,0,0.3,0,16
17.6,0,0.2,0,19
18.7,0,0.3,0,23
13.5,0,0.1,0,29
20.8,0,0.2,0,21
20.2,0,0.3,0,21
16.8,0,0,0,21
11.9,0,0.4,0,10
23.9,0,0,0,26
24,0,0.4,0,22
5,0,0.4,0,28
17.4,0,0.1,0,19
12.8,0,0.4,0,18
11.2,0,0.1,0,28
17.5,0,0,0,15
13.4,0,0.1,0,23
12.5,0,0.4,0,21
14.1,0,0.1,0,30
7.6,0,0,0,30
23.4,0,0,0,13
24.9,0,0.2,0,29
27,0,0.4,0,15
23.4,0,0.1,0,19
23.4,0,0.3,0,18
19.6,0,0.4,0,20
11.6,0,0.1,0,23
15.9,0,0.3,0,17
23.8,0,0.3,0,27
26.7,0,0.4,0,34
18.6,0,0.4,0,47
9.3,0,0.4,0,76
20.2,0,0.3,0,62
14.8,0,0.4,0,48
10.2,0,0.4,0,72
21.8,0,0.3,0,80
-0.5,0,0.3,0,78
24.5,0,0,0,68
8.3,0,0.3,0,58
20.8,0,0.3,0,52
9.3,0,0,0,76
21.7,0,0.3,0,66
18.1,0,0.4,0,74
-3.6,0,0,0,56
27,0,0.2,0,54
29.8,0,0.4,0,44
-2.6,0,0.4,0,50
20.7,0,0.2,0,52
17.6,0,0.2,0,34
11.3,0,0.2,0,78
18.6,0,0.2,0,46
10.4,0,0.2,0,72
0,0,0.3,0,64
20.3,0,0.1,0,56
-3,0,0.1,0,76
25.5,0,0.4,0,32
21.2,0,0.4,0,36
15.4,0,0.4,0,78
-0.6,0,0.2,0,68
-3.4,0,0,0,68
25,0,0.4,0,54
23.1,0,0.3,0,66
-2.9,0,0,0,78
13.5,0,0.2,0,60
6.4,0,0.1,0,64
6,0,0.2,0,66
20.2,0,0.4,0,54
21.1,0,0.4,0,62
-4.6,0,0,0,74
-0.6,0,0,0,74
21.4,0,0.3,0,58
-3.1,0,0,0,72
19.8,0,0.4,0,46
21.6,0,0.2,0,66
21.1,0,0.4,0,58
16.6,0,0.4,0,64
-4.4,0,0.2,0,68
-1.3,0,0,0,68
19.9,0,0.4,0,53
23,0,0.4,0,62
19.5,0,0.3,0,54
14,0,0.2,0,74
25.9,0,0.2,0,48
9.1,0,0.4,0,36
22.4,0,0.1,0,72
20.8,0,0.3,0,58
25.6,0,0.1,0,40
21.2,0,0.4,0,48
8.6,0,0.1,0,31
9.4,0,0.2,0,76
15.3,0,0,0,80
20.7,0,0.2,0,50
19.8,0,0.4,0,52
21.2,0,0.2,0,56
19,0,0.4,0,66
5.5,0,0.2,0,50
11.9,0,0.1,0,56
19.4,0,0.1,0,48
9.3,0,0.2,0,52
23.5,0,0.4,0,36
21.9,0,0.4,17,35
14.7,0,0.4,0,48
14.5,0,0.2,0,76
20.8,0,0.2,0,62
22.8,0,0.3,0,40
-1.2,0,0,0,42
14.9,0,0.2,0,76
2.1,0,0.3,0,62
23.4,0,0.2,0,60
18.5,0,0.4,0,66
10.7,0,0.4,0,64
19.7,0,0,0,44
18.7,0,0.4,0,60
15.9,0,0.2,0,58
16.3,0,0,0,74
14.7,0,0,0,78
27,0,0.3,0,46
25.7,0,0.1,0,38
14.9,0,0.1,0,74
14.9,0,0.1,0,76
17.8,0,0.2,0,40
20.7,0,0.2,0,66
21.6,0,0.1,0,32
25.7,0,0.3,0,34
13.9,0,0.2,0,33
11.5,0,0.4,0,74
9.3,0,0,0,76
21.4,0,0.4,0,46
21.3,0,0.3,0,32
13.8,0,0.3,0,44
24.9,0,0.2,0,52
9.1,0,0.3,0,68
9.8,0,0.3,0,74
23,0,0.2,0,54
12.1,0,0.4,0,68
15,0,0,0,76
15.1,0,0.2,0,68
15,0,0,0,76
25.3,0,0,0,46
14.2,0,0.3,0,66
24.3,0,0.2,0,44
10.2,0,0.2,0,80
25.7,0,0.2,0,56
10.2,0,0.4,0,74
18.9,0,0.2,0,66
16.4,0,0.2,0,42
12.1,0,0.4,0,72
15.4,0,0.2,0,78
14.5,0,0.2,0,74
28.8,0,0.4,0,46
27.7,0,0.1,0,46
26.1,0,0.4,0,72
20.7,0,0.1,0,56
13.3,0,0.1,0,72
16.9,0,0,0,72
14.9,0,0.2,0,66
3.9,0,0.2,0,72
25.9,0,0.2,0,50
26.7,0,0.4,0,46
22.7,0,0.4,0,60
19.3,0,0.3,0,76
8.6,0,0.1,0,66
18.3,0,0.3,0,66
14,0,0.2,0,74
11.8,0,0.4,0,60
29.8,0,0.3,0,42
19.6,0,0.3,0,67
6.9,0,0,0,70
17.4,0,0.2,0,35
21.1,0,0,0,80
27.8,0,0.1,0,48
13.5,0,0.2,0,60
3.8,0,0.3,0,54
-0.7,0,0.1,0,54
3.8,0,0.1,0,49
3.7,0,0,0,58
0,0,0.4,0,46
1.7,0,0.3,0,67
1.7,0,0,0,40
2.7,0,0,0,40
16,0,0,0,40
0.7,0,0.4,0,46
0.6,0,0.3,0,80
-1.3,0,0.1,0,52
-2.1,0,0.1,0,52
-0.6,0,0,0,52
-3.7,0,4.4,0,58
-1.1,0,0,0,40
3.6,0,0,0,40
-1.7,0,0.1,0,62
8.6,0,0.1,0,35
-2.3,0,0,0,54
-2.6,0,0,0,56
-3,0,0.1,0,52
0.3,0,0,0,52
24.9,0,0.3,0,60
25.6,0,0.4,0,54
-2.3,0,0.4,0,74
-4.4,0,0,0,74
1.1,0,0.3,0,42
-2.5,0,0.1,0,40
17.8,0,0.1,0,58
-3.5,0,0.2,0,68
-1,0,0.1,0,32
-0.5,0,0.2,0,38
21.2,0,0.4,0,34
19.6,0,0.3,0,52
19.7,0,0.1,0,52
-4.1,0,0.1,0,80
-1.6,0,0,0,46
26.7,0,0.2,0,46
27.8,0,0,0,48
2,0,0.1,0,41
27.7,0,0.4,0,40
0.1,0,0.3,0,56
18,0,0.4,0,52
19.6,0,0,0,52
16.9,0,0.2,0,56
-3.5,0,0,0,38
2.8,0,0.4,0,33
1,0,0.3,0,60
23,0,0.4,0,68
21.7,0,0.4,0,70
20.7,0,0.2,0,68
-1.7,0,0.4,0,70
16.7,0,0.3,0,58
0.5,0,0.2,0,78
-0.1,0,0.4,0,68
-7.3,0,0.4,0,44
0,0,0.1,0,50
0.9,0,0,0,70
2,0,0.2,0,34
-1.5,0,0.1,0,42
-6.5,0,0,0,76
19.9,0,0.1,0,65
5.3,0,0,0,36
1.4,0,0.1,0,38
-6.7,0,0.4,0,32
2.2,0,0.3,0,35
3.8,0,0.3,0,60
-0.7,0,0.1,0,60
0.4,0,0.1,0,78
20.3,0,0.1,0,59
3.2,0,0.4,0,51
0.3,0,0.2,0,44
-4.7,0,0.2,0,54
3.4,0,0.1,0,31
27.9,0,0.3,0,34
2.9,0,0.2,0,44
-1.1,0,0,0,54
-0.1,0,0.1,0,64
-4.5,0,0.2,0,54
-9.4,0,0.3,0,36
-2.5,0,0.3,0,76
-2.7,0,0,0,52
1.3,0,0.1,0,46
23,0,0.4,0,64
-1.7,0,0.2,0,38
0.3,0,0.3,0,47
9.1,0,0,0,54
-2,0,0.1,0,32
-2.6,0,0,0,68
-2,0,0,0,46
-2.7,0,0.3,0,60
26.4,0,0,0,38
-0.3,0,0.4,0,44
0.6,0,0.3,0,32
0.3,0,0.1,0,52
26.4,0,0.3,0,48
-1.9,0,0.1,0,38
-5.9,0,0,0,66
-3.7,0,0,0,66
-2.8,0,0.3,0,38
-12.5,0,0.3,0,70
0.4,0,0.4,0,46
0.7,0,0,0,48
-2.6,0,0,0,72
-3.3,0,0,0,72
24.7,0,0.1,0,46
22.4,0,0.2,0,66
-7.2,0,0,0,62
-2.6,0,0,0,62
-4.5,0,0.2,0,72
13.3,0,0.3,0,48
21.7,0,0.3,0,62
28.5,0,0.4,0,52
9.4,0,0.2,0,66
-6.8,0,0.1,0,72
-2.2,0,0.1,0,72
1.9,0,0.2,0,52
15.6,0,0.2,0,40
20.8,0,0.2,0,60
-1.8,0,0,0,64
26.3,0,0.4,0,72
24.8,0,0.3,0,70
-6.9,0,0,0,62
-6.5,0,0,0,68
20.3,0,0.3,0,54
-6.3,0,0.2,0,34
-0.9,0,0,0,70
-3,0,0.4,0,78
26.4,0,0,0,34
26.5,0,0.3,0,34
24.9,0,0.3,0,44
25.6,0,0.4,0,52
-4.8,0,0.1,0,74
1.4,0,0.1,0,38
2.5,0,0.2,0,66
0.9,0,0.2,0,34
2.4,0,0.4,0,76
27.8,0,0,0,50
18.3,0,0.3,0,60
-0.1,0,0.4,0,66
11.2,0,0.1,0,64
1.1,0,0,0,52
14,0,0.4,0,48
19.3,0,0.3,0,62
26,0,0.3,0,46
18.6,0,0.3,0,50
0.5,0,0.2,0,62
3,0,0.1,0,62
11.4,0,0.1,0,66
13.8,0,0.2,0,52
10,0,0.3,0,68
21.4,0,0.3,0,56
2.4,0,0.3,0,74
15.9,0,0,0,70
23.2,0,0.3,0,42
9.2,0,0.1,0,74
15.2,0,0,0,56
28.4,0,0.4,0,54
22.4,0,0.2,0,68
29.7,0,0.4,0,58
23,0,0.4,0,70
18.6,0,0.3,0,34
20.3,0,0.4,0,36
11,0,0.3,0,72
8.9,0,0.1,0,34
15.9,0,0,0,58
19.5,0,0.3,0,40
21.7,0,0.4,0,74
-0.5,0,0.4,0,54
-1.7,0,0.1,0,54
2.9,0,0.3,0,72
20.4,0,0.4,0,70
13.8,0,0.3,0,66
20.6,0,0.4,0,58
20.3,0,0.3,0,76
24.2,0,0.3,0,38
2.1,0,0.3,0,68
20.2,0,0.4,0,52
2.6,0,0.3,0,62
18.3,0,0.3,0,32
26.7,0,0.2,0,50
18.1,0,0.4,0,74
-0.4,0,0.3,0,56
22.7,0,0.4,0,66
14.5,0,0.2,0,46
14.2,0,0.4,0,64
-1.1,0,0.4,0,50
19.8,0,0.4,0,66
14.6,0,0.1,0,68
15.7,0,0.4,0,66
21.1,0,0.4,0,58
15.4,0,0.2,0,74
15.9,0,0.2,0,66
20.7,0,0.1,0,62
16.3,0,0.2,0,74
17.1,0,0,0,45
14.6,0,0.1,0,58
16.3,0,0.2,0,74
15.4,0,0.2,0,76
27,0,0.3,0,38
15.1,0,0.3,0,80
22.9,0,0.3,0,42
21.2,0,0.4,0,37
20.1,0,0.4,0,64
18,0,0.4,0,76
21.2,0,0.4,0,40
16.7,0,0.3,0,78
16.9,0,0.2,0,78
17.6,0,0,0,68
25.3,0,0,0,66
19.9,0,0,0,56
24.9,0,0.2,0,58
12.5,0,0.4,0,71
19.3,0,0.3,0,46
14,0,0.1,0,42
-2.5,0,0.3,0,60
11,0,0.1,0,46
-5.4,0,0.3,0,52
0.3,0,0.3,0,52
11.9,0,0.2,0,58
-0.6,0,0.2,0,52
6.6,0,0.4,0,60
-6.8,0,0.1,0,78
-2.2,0,0.1,0,78
16.4,0,0.4,0,60
25.9,0,0,0,42
11.8,0,0.2,0,58
-6.9,0,0,0,70
-4.8,0,0.1,0,80
0.1,0,0,0,78
-4.8,0,0.3,0,80
1.9,0,0.2,0,50
1.2,0,0.4,0,64
25.3,0,0.4,0,60
3,0,0.1,0,43
0.8,0,0.2,0,44
24.4,0,0.3,0,70
-1,0,0.2,0,36
-2.1,0,0.3,0,80
-1.3,0,0.4,0,42
-5,0,0.2,0,40
2.6,0,0.3,0,48
-5,0,0.2,0,32
3.7,0,0,0,61
1.4,0,0.1,0,60
-0.9,0,0,0,72
3.8,0,0.1,0,62
0.9,0,0.3,0,52
12.6,0,0.3,0,44
-1.8,0,0,0,68
1.3,0,0,0,60
-6,0,0.4,0,68
-4.3,0,0.1,0,40
27.6,0,0.3,0,46
5.4,0,0.4,0,80
-2.1,0,0,0,80
25.6,0,0.1,0,36
6.6,0,0.4,0,62
2.5,0,0.2,0,54
-4.3,0,0,0,56
21.1,0,0.1,0,64
17.4,0,0.3,0,60
2.4,0,0.4,0,68
-6.2,0,0,0,52
1.3,0,0,0,58
-3.6,0,0,0,58
20.9,0,0.2,0,72
-7.9,0,0.2,0,38
1.9,0,0.4,0,48
8.6,0,0.3,0,78
1,0,0.4,0,50
16.5,0,0,0,74
24.7,0,0.1,0,44
23.2,0,0.3,0,48
17.4,0,0.4,0,74
7.5,0,0.1,0,74
24.2,0,0.3,0,44
-1.3,0,0.4,0,52
23.9,0,0.1,0,48
14.2,0,0.3,0,70
13.8,0,0.2,0,46
15.4,0,0.4,0,78
17.6,0,0,0,80
15.4,0,0.2,0,66
2.5,0,0.1,0,72
27.8,0,0.1,0,52
22.9,0,0,0,52
16,0,0,0,64
22.4,0,0.2,0,48
22.6,0,0.3,0,60
12.8,0,0.2,0,48
