date,PM25,temp,ws,hum,press,distance,SO2,CO,O3,NO2,PM10
2019-08-19 PM 1:00:00,20,28.3,3.6,53,20.2,2000,0.008,0.5,0.06,0.011,35
2019-08-19 PM 2:00:00,15,29.4,3.5,49,20,2000,0.008,0.5,0.06,0.011,32
2019-08-19 PM 3:00:00,13,29.6,4.5,51,21,2000,0.008,0.4,0.058,0.008,27
2019-08-19 PM 4:00:00,16,29.5,4.2,55,22.7,2000,0.008,0.4,0.065,0.01,28
2019-08-19 PM 5:00:00,16,29.5,4.2,54,22.2,2000,0.008,0.4,0.08,0.011,31
2019-08-19 PM 6:00:00,16,28.7,4.6,58,22.8,2000,0.008,0.4,0.067,0.009,30
2019-08-19 PM 7:00:00,18,27.7,3.7,66,24.4,2000,0.008,0.5,0.037,0.009,29
2019-08-19 PM 8:00:00,17,27,2.8,72,25.6,2000,0.008,0.5,0.01,0.012,30
2019-08-19 PM 9:00:00,18,26.4,2.8,74,25.3,2000,0.008,0.4,0.015,0.014,30
2019-08-19 PM 10:00:00,16,25.8,2.5,75,24.9,2000,0.008,0.4,0.022,0.016,28
2019-08-19 PM 11:00:00,16,25.3,2.4,72,23.1,2000,0.008,0.4,0.026,0.011,30
2019-08-20 AM 1:00:00,17,25,2.2,73,23.1,2000,0.008,0.4,0.028,0.008,32
2019-08-20 AM 2:00:00,16,24.6,2.2,74,22.8,2000,0.008,0.4,0.027,0.007,27
2019-08-20 AM 3:00:00,17,24.3,1.7,78,23.7,1962,0.008,0.4,0.024,0.006,26
2019-08-20 AM 4:00:00,16,23.8,1.8,80,23.5,1696,0.008,0.4,0.019,0.006,28
2019-08-20 AM 5:00:00,16,23.5,1.4,81,23.4,1581,0.008,0.4,0.016,0.006,30
2019-08-20 AM 6:00:00,19,23.8,2.7,73,21.4,1825,0.008,0.4,0.013,0.009,30
2019-08-20 AM 7:00:00,18,24.3,2.7,72,21.8,1950,0.008,0.4,0.006,0.015,30
2019-08-20 AM 8:00:00,18,25.9,2.5,67,22.2,1778,0.008,0.4,0.007,0.016,33
2019-08-20 AM 9:00:00,20,27.6,2.1,62,22.8,1927,0.008,0.5,0.012,0.022,35
2019-08-20 AM 10:00:00,21,28.8,2.6,58,22.9,1852,0.008,0.5,0.019,0.026,37
2019-08-20 AM 11:00:00,21,29.7,2.3,58,24.1,1728,0.008,0.5,0.035,0.021,37
2019-08-20 PM 12:00:00,31,31.2,2,51,23.1,1819,0.008,0.5,0.048,0.018,37
2019-08-20 PM 1:00:00,40,29.7,1.6,56,23.2,1015,0.008,0.5,0.065,0.017,37
2019-08-20 PM 2:00:00,27,30.2,3.6,51,21.8,1589,0.008,0.5,0.082,0.013,40
2019-08-20 PM 3:00:00,26,31.3,3.2,50,22.8,1715,0.008,0.5,0.072,0.014,43
2019-08-20 PM 4:00:00,29,30.8,3.5,50,22.1,1651,0.008,0.5,0.076,0.013,50
2019-08-20 PM 5:00:00,30,30.9,2.7,52,23.1,1509,0.008,0.5,0.066,0.016,46
2019-08-20 PM 6:00:00,33,30.2,2.8,56,24,1304,0.008,0.5,0.107,0.02,50
2019-08-20 PM 7:00:00,37,29,2.7,66,26.3,867,0.008,0.6,0.103,0.023,61
2019-08-20 PM 8:00:00,37,28.2,1.9,69,26.3,691,0.008,0.6,0.087,0.02,59
2019-08-20 PM 9:00:00,37,27.8,1.3,69,25.6,642,0.01,0.6,0.073,0.022,60
2019-08-20 PM 10:00:00,42,27.8,1,66,24.6,840,0.008,0.6,0.065,0.028,68
2019-08-20 PM 11:00:00,43,27.7,2.6,61,22.5,2000,0.008,0.6,0.031,0.044,66
2019-08-21 AM 1:00:00,39,27,1.3,65,23.1,2000,0.007,0.6,0.021,0.029,58
2019-08-21 AM 2:00:00,34,26.6,2.8,65,22.5,1867,0.006,0.6,0.015,0.03,49
2019-08-21 AM 3:00:00,25,26,3.8,66,22.1,2000,0.006,0.4,0.025,0.017,37
2019-08-21 AM 4:00:00,18,25.3,3.1,67,21.6,2000,0.005,0.4,0.03,0.012,30
2019-08-21 AM 5:00:00,15,25.1,2.4,65,20.6,2000,0.004,0.4,0.033,0.009,26
2019-08-21 AM 6:00:00,15,24.8,3.1,63,19.6,2000,0.004,0.4,0.032,0.011,25
2019-08-21 AM 7:00:00,13,25.1,3.3,64,20.4,2000,0.004,0.4,0.019,0.025,25
2019-08-21 AM 8:00:00,14,25.6,3.4,62,20.2,2000,0.004,0.4,0.019,0.027,31
2019-08-21 AM 9:00:00,16,26.6,2.8,66,22.9,1518,0.004,0.5,0.022,0.027,32
2019-08-21 AM 10:00:00,18,28.2,2.3,66,25.2,960,0.005,0.5,0.027,0.026,33
2019-08-21 AM 11:00:00,22,28.5,2.2,64,24.9,855,0.006,0.6,0.033,0.032,42
2019-08-21 PM 12:00:00,31,29.4,2.1,63,25.8,946,0.007,0.5,0.066,0.022,57
2019-08-21 PM 1:00:00,36,29.5,2.6,60,24.7,963,0.005,0.5,0.079,0.016,60
2019-08-21 PM 2:00:00,35,30,2.9,62,26.3,936,0.004,0.4,0.06,0.012,51
2019-08-21 PM 3:00:00,36,30.3,2.3,62,26.6,924,0.004,0.5,0.072,0.013,48
2019-08-21 PM 4:00:00,33,29.2,4.4,63,25.5,1267,0.004,0.4,0.062,0.014,49
2019-08-21 PM 5:00:00,32,28.2,1.6,69,26.3,768,0.004,0.5,0.056,0.018,51
2019-08-21 PM 6:00:00,37,27,2.4,80,28.4,590,0.004,0.5,0.058,0.016,58
2019-08-21 PM 7:00:00,34,26.8,1.1,76,26.8,750,0.004,0.5,0.047,0.018,54
2019-08-21 PM 8:00:00,37,26.1,2.5,86,28.9,433,0.004,0.5,0.038,0.018,54
2019-08-21 PM 9:00:00,37,25.7,1.3,81,26.6,589,0.003,0.5,0.028,0.022,53
2019-08-21 PM 10:00:00,36,25.7,3.2,88,28.9,431,0.004,0.6,0.028,0.021,55
2019-08-21 PM 11:00:00,35,25.7,1.2,88,28.9,300,0.003,0.5,0.034,0.013,48
2019-08-22 AM 1:00:00,33,24.8,2,87,27.1,378,0.003,0.5,0.021,0.013,52
2019-08-22 AM 2:00:00,34,24.7,1.3,90,27.9,271,0.004,0.5,0.023,0.01,50
2019-08-22 AM 3:00:00,32,24.4,2.4,89,27.1,343,0.003,0.5,0.019,0.009,48
2019-08-22 AM 4:00:00,31,24.1,1.8,88,26.3,357,0.003,0.5,0.022,0.006,45
2019-08-22 AM 5:00:00,29,24.1,2,88,26.3,380,0.003,0.5,0.016,0.007,46
2019-08-22 AM 6:00:00,31,23.9,2.3,90,26.6,355,0.003,0.4,0.019,0.007,44
2019-08-22 AM 7:00:00,31,24,2,89,26.4,356,0.003,0.5,0.015,0.011,45
2019-08-22 AM 8:00:00,32,24.4,1.9,87,26.4,368,0.003,0.5,0.015,0.012,48
2019-08-22 AM 9:00:00,32,26.2,1.7,74,25,547,0.003,0.5,0.019,0.018,49
2019-08-22 AM 10:00:00,31,26.7,3.3,72,25.2,536,0.003,0.4,0.033,0.015,47
2019-08-22 AM 11:00:00,31,27.6,3.7,65,24,813,0.003,0.4,0.049,0.009,44
2019-08-22 PM 12:00:00,32,28.2,2.7,63,24,1124,0.004,0.4,0.069,0.009,45
2019-08-22 PM 1:00:00,32,28.8,3,65,25.6,1216,0.004,0.5,0.062,0.011,42
2019-08-22 PM 2:00:00,27,28.9,4.2,57,22.7,1729,0.003,0.5,0.052,0.01,40
2019-08-22 PM 3:00:00,24,29.1,4.7,52,20.9,2000,0.003,0.4,0.054,0.009,37
2019-08-22 PM 4:00:00,21,29.3,3.9,50,20.2,2000,0.003,0.4,0.058,0.01,38
2019-08-22 PM 5:00:00,24,28.8,3.4,57,22.5,1647,0.003,0.5,0.056,0.011,37
2019-08-22 PM 6:00:00,25,27.1,3.6,70,25,1134,0.003,0.5,0.056,0.013,40
2019-08-22 PM 7:00:00,28,26.5,3.4,75,25.8,1065,0.003,0.7,0.063,0.015,44
2019-08-22 PM 8:00:00,31,26.1,2.2,79,26.6,1181,0.003,0.8,0.066,0.014,51
2019-08-22 PM 9:00:00,30,26,2.3,77,25.8,1555,0.003,0.7,0.061,0.012,49
2019-08-22 PM 10:00:00,24,25.8,2.4,72,23.8,1768,0.003,0.6,0.053,0.013,45
2019-08-22 PM 11:00:00,21,25.8,1.4,75,24.9,1598,0.003,0.6,0.049,0.014,41
2019-08-23 AM 1:00:00,20,25.6,0.8,75,24.6,1363,0.003,0.6,0.047,0.009,37
2019-08-23 AM 2:00:00,23,25.2,0.4,75,24,1191,0.004,0.6,0.046,0.007,40
2019-08-23 AM 3:00:00,24,25.1,3.4,73,23.2,1667,0.003,0.6,0.035,0.012,42
2019-08-23 AM 4:00:00,27,24.1,3,71,21.3,1547,0.003,0.6,0.031,0.013,48
2019-08-23 AM 5:00:00,23,23.3,2.6,71,20.2,1912,0.003,0.6,0.041,0.007,41
2019-08-23 AM 6:00:00,23,22.9,2.4,75,20.9,1735,0.006,0.6,0.036,0.011,41
2019-08-23 AM 7:00:00,23,23.2,2.3,72,20.4,1902,0.005,0.6,0.015,0.029,43
2019-08-23 AM 8:00:00,23,24,1.6,72,21.4,1843,0.005,0.6,0.028,0.022,45
2019-08-23 AM 9:00:00,22,25,2.9,64,20.2,2000,0.004,0.6,0.041,0.018,47
2019-08-23 AM 10:00:00,23,26.2,2.4,56,19,1938,0.004,0.6,0.061,0.011,41
2019-08-23 AM 11:00:00,24,26.8,3.4,53,18.6,2000,0.004,0.6,0.064,0.012,44
2019-08-23 PM 12:00:00,20,27.9,2.4,50,18.8,2000,0.004,0.5,0.063,0.009,42
2019-08-23 PM 1:00:00,17,28.3,2.7,49,18.8,2000,0.004,0.5,0.061,0.009,34
2019-08-23 PM 2:00:00,16,28.6,2.4,47,18.3,2000,0.004,0.5,0.055,0.008,31
2019-08-23 PM 3:00:00,16,28.7,4,47,18.4,2000,0.003,0.5,0.051,0.008,27
2019-08-23 PM 4:00:00,12,28.8,3.8,44,17.4,2000,0.003,0.5,0.054,0.01,29
2019-08-23 PM 5:00:00,17,28.4,4,46,17.7,2000,0.004,0.6,0.059,0.012,34
2019-08-23 PM 6:00:00,19,27.4,4.6,58,21,2000,0.004,0.6,0.06,0.014,38
2019-08-23 PM 7:00:00,18,26.1,4.3,65,21.8,2000,0.003,0.6,0.058,0.014,39
2019-08-23 PM 8:00:00,15,25.6,4.1,70,22.9,2000,0.003,0.5,0.056,0.012,41
2019-08-23 PM 9:00:00,15,25.5,3.6,68,22.1,1884,0.003,0.5,0.048,0.015,35
2019-08-23 PM 10:00:00,17,25.1,3.7,69,22,1975,0.003,0.5,0.047,0.01,36
2019-08-23 PM 11:00:00,10,24.6,3.5,67,20.6,2000,0.003,0.4,0.041,0.008,28
2019-08-24 AM 1:00:00,10,23.5,2.9,63,18.2,2000,0.003,0.5,0.036,0.008,32
2019-08-24 AM 2:00:00,13,22.9,2.3,66,18.4,2000,0.003,0.4,0.027,0.013,26
2019-08-24 AM 3:00:00,13,22.7,1.9,65,17.8,2000,0.004,0.5,0.029,0.011,32
2019-08-24 AM 4:00:00,9,22.6,2.6,69,18.9,2000,0.003,0.4,0.032,0.007,25
2019-08-24 AM 5:00:00,10,22.4,1.4,65,17.5,2000,0.004,0.4,0.024,0.014,31
2019-08-24 AM 6:00:00,12,22.5,0.3,63,17,2000,0.004,0.5,0.019,0.015,33
2019-08-24 AM 7:00:00,10,22.9,1.6,70,19.5,2000,0.003,0.5,0.011,0.022,27
2019-08-24 AM 8:00:00,13,23.3,0.9,73,20.8,2000,0.004,0.5,0.009,0.023,28
2019-08-24 AM 9:00:00,13,23.6,0.9,75,21.8,2000,0.004,0.5,0.005,0.03,33
2019-08-24 AM 10:00:00,15,23.9,1.3,75,22.1,2000,0.003,0.5,0.005,0.03,36
2019-08-24 AM 11:00:00,17,24.7,1.6,74,22.9,2000,0.004,0.5,0.008,0.032,37
2019-08-24 PM 12:00:00,14,25.3,1.9,69,22.1,2000,0.004,0.5,0.017,0.03,39
2019-08-24 PM 1:00:00,13,25.4,1.7,73,23.7,2000,0.005,0.5,0.038,0.018,39
2019-08-24 PM 2:00:00,14,25.8,2.6,69,22.8,2000,0.004,0.5,0.044,0.014,28
2019-08-24 PM 3:00:00,11,25.8,3.5,68,22.5,2000,0.004,0.5,0.053,0.009,27
2019-08-24 PM 4:00:00,13,26.4,3.3,60,20.6,2000,0.003,0.4,0.051,0.008,26
2019-08-24 PM 5:00:00,11,27.1,3.8,54,19.2,2000,0.003,0.4,0.049,0.008,20
2019-08-24 PM 6:00:00,9,26.3,2.6,62,21.2,2000,0.003,0.4,0.048,0.009,20
2019-08-24 PM 7:00:00,14,24.8,3.1,69,21.6,2000,0.003,0.5,0.046,0.012,26
2019-08-24 PM 8:00:00,16,24.2,3.8,74,22.2,2000,0.003,0.5,0.045,0.011,30
2019-08-24 PM 9:00:00,11,23.9,2.8,71,21,2000,0.003,0.4,0.043,0.009,26
2019-08-24 PM 10:00:00,10,23.8,2.3,71,20.9,2000,0.003,0.4,0.038,0.01,24
2019-08-24 PM 11:00:00,9,23.6,1.9,73,21.2,2000,0.003,0.4,0.027,0.019,21
2019-08-25 AM 1:00:00,8,23,1.8,79,22.1,2000,0.003,0.4,0.014,0.022,21
2019-08-25 AM 2:00:00,11,22.7,1.2,82,22.5,2000,0.002,0.5,0.012,0.021,22
2019-08-25 AM 3:00:00,11,22.5,0.6,83,22.5,2000,0.003,0.4,0.012,0.018,22
2019-08-25 AM 4:00:00,10,22,0,83,21.8,2000,0.003,0.4,0.012,0.015,21
2019-08-25 AM 5:00:00,10,21.9,0.9,87,22.8,2000,0.003,0.4,0.014,0.012,23
2019-08-25 AM 6:00:00,10,21.6,1,89,22.9,1347,0.002,0.4,0.014,0.01,23
2019-08-25 AM 7:00:00,13,21.8,0.5,86,22.4,1212,0.003,0.4,0.011,0.009,23
2019-08-25 AM 8:00:00,12,23.5,1,79,22.8,992,0.003,0.4,0.012,0.01,25
2019-08-25 AM 9:00:00,13,24.3,1.7,72,21.8,1864,0.003,0.5,0.023,0.012,25
2019-08-25 AM 10:00:00,12,25.6,1.7,61,20,2000,0.003,0.4,0.036,0.012,26
2019-08-25 AM 11:00:00,16,26.1,3.3,61,20.5,2000,0.004,0.5,0.049,0.014,36
2019-08-25 PM 12:00:00,19,26.4,3.7,59,20.2,2000,0.004,0.4,0.06,0.01,33
2019-08-25 PM 1:00:00,15,27.2,3.3,57,20.5,2000,0.004,0.4,0.063,0.007,34
2019-08-25 PM 2:00:00,17,27.5,3.3,56,20.5,2000,0.003,0.4,0.061,0.009,30
2019-08-25 PM 3:00:00,12,27.7,3.7,54,20,2000,0.003,0.4,0.058,0.006,24
2019-08-25 PM 4:00:00,10,27.7,3.7,58,21.4,2000,0.003,0.4,0.049,0.006,21
2019-08-25 PM 5:00:00,9,27.3,4.7,53,19.1,2000,0.003,0.4,0.047,0.007,23
2019-08-25 PM 6:00:00,8,26.9,3.5,60,21.2,2000,0.003,0.5,0.048,0.007,30
2019-08-25 PM 7:00:00,14,25.8,3.3,67,22.1,2000,0.003,0.5,0.049,0.009,23
2019-08-25 PM 8:00:00,14,25,2.3,71,22.4,2000,0.002,0.5,0.048,0.01,26
2019-08-25 PM 9:00:00,12,24.7,2,73,22.7,2000,0.003,0.5,0.05,0.009,24
2019-08-25 PM 10:00:00,10,24.6,1.5,75,23.1,2000,0.003,0.4,0.047,0.01,20
2019-08-25 PM 11:00:00,10,24.6,1.9,77,23.7,2000,0.003,0.4,0.041,0.014,22
2019-08-26 AM 1:00:00,14,24.2,2.3,84,25.3,2000,0.003,0.5,0.028,0.017,25
2019-08-26 AM 2:00:00,13,24,2.5,86,25.6,2000,0.003,0.4,0.03,0.015,24
2019-08-26 AM 3:00:00,11,23.8,2.1,88,25.8,2000,0.003,0.4,0.034,0.011,20
2019-08-26 AM 4:00:00,12,23.6,1.7,90,26.1,1797,0.003,0.4,0.028,0.01,22
2019-08-26 AM 5:00:00,12,23.6,0.3,89,25.8,1100,0.003,0.4,0.022,0.009,21
2019-08-26 AM 6:00:00,14,23.6,0.8,90,26.1,959,0.003,0.4,0.022,0.009,22
2019-08-26 AM 7:00:00,14,23.4,1.1,89,25.5,683,0.003,0.5,0.015,0.013,22
2019-08-26 AM 8:00:00,13,24.2,1.8,83,25,811,0.003,0.5,0.007,0.022,26
2019-08-26 AM 9:00:00,16,24.9,2,80,25.2,1050,0.004,0.5,0.012,0.027,29
2019-08-26 AM 10:00:00,21,26.9,2.2,70,24.7,1007,0.003,0.5,0.029,0.025,36
2019-08-26 AM 11:00:00,22,26.6,2.4,72,25,1289,0.004,0.5,0.034,0.024,38
2019-08-26 PM 12:00:00,29,26.4,2.9,70,24,1430,0.005,0.5,0.043,0.023,48
2019-08-26 PM 1:00:00,25,27.6,2.9,63,23.2,1442,0.004,0.5,0.056,0.019,45
2019-08-26 PM 2:00:00,19,28.5,3.1,59,22.9,1632,0.003,0.5,0.06,0.017,35
2019-08-26 PM 3:00:00,17,29.1,2.9,54,21.7,1733,0.004,0.5,0.079,0.018,37
2019-08-26 PM 4:00:00,25,29.4,3.2,57,23.2,1821,0.004,0.5,0.098,0.018,51
2019-08-26 PM 5:00:00,28,29.1,2.8,67,26.9,1901,0.004,0.5,0.093,0.017,47
2019-08-26 PM 6:00:00,30,27.3,3.8,71,25.6,1332,0.003,0.5,0.076,0.015,47
2019-08-26 PM 7:00:00,29,26.6,1.9,75,26,1247,0.003,0.5,0.062,0.018,47
2019-08-26 PM 8:00:00,25,26.3,2.6,78,26.6,1555,0.003,0.5,0.059,0.016,43
2019-08-26 PM 9:00:00,26,26.2,2,72,24.4,1599,0.004,0.5,0.06,0.013,40
2019-08-26 PM 10:00:00,24,26,1.8,78,26.1,1357,0.003,0.5,0.052,0.014,36
2019-08-26 PM 11:00:00,22,25.7,1.7,80,26.3,1352,0.003,0.5,0.048,0.013,40
2019-08-27 AM 1:00:00,28,25.5,1.3,83,26.9,957,0.004,0.5,0.041,0.012,44
2019-08-27 AM 2:00:00,27,24.9,1.4,85,26.6,718,0.004,0.5,0.039,0.011,43
2019-08-27 AM 3:00:00,30,24.7,0.8,81,25.2,734,0.003,0.5,0.028,0.014,47
2019-08-27 AM 4:00:00,32,24.6,2,87,26.8,949,0.004,0.5,0.037,0.008,47
2019-08-27 AM 5:00:00,30,22.4,2.9,82,22.1,1803,0.003,0.5,0.042,0.006,37
2019-08-27 AM 6:00:00,22,22.5,1.7,84,22.8,1863,0.003,0.5,0.035,0.013,34
2019-08-27 AM 7:00:00,16,22.4,1.4,84,22.7,1963,0.003,0.5,0.03,0.023,28
2019-08-27 AM 8:00:00,13,22.6,1.8,90,24.6,1210,0.003,0.5,0.019,0.031,27
2019-08-27 AM 9:00:00,15,23.6,1.8,82,23.8,731,0.003,0.5,0.016,0.036,32
2019-08-27 AM 10:00:00,21,24.8,2.8,71,22.1,2000,0.003,0.5,0.027,0.036,37
2019-08-27 AM 11:00:00,22,25.5,2.2,65,21.2,2000,0.003,0.5,0.034,0.031,37
2019-08-27 PM 12:00:00,20,25.9,2.4,72,24,1379,0.004,0.5,0.041,0.029,39
2019-08-27 PM 1:00:00,22,26.2,2.3,69,23.4,1324,0.003,0.5,0.05,0.025,42
2019-08-27 PM 2:00:00,22,26.4,1.9,67,22.9,1444,0.003,0.5,0.065,0.023,36
2019-08-27 PM 3:00:00,24,26.5,2.4,69,23.8,1599,0.003,0.5,0.072,0.023,41
2019-08-27 PM 4:00:00,24,27.4,3.1,68,24.7,1671,0.003,0.5,0.083,0.018,40
2019-08-27 PM 5:00:00,24,26.8,3.7,68,23.8,1707,0.003,0.5,0.076,0.014,39
2019-08-27 PM 6:00:00,22,26.7,3,69,24.1,1538,0.004,0.5,0.077,0.014,37
2019-08-27 PM 7:00:00,25,25.8,2.8,74,24.6,1212,0.003,0.5,0.075,0.016,39
2019-08-27 PM 8:00:00,25,25.2,2.2,75,24,1962,0.003,0.5,0.055,0.017,40
2019-08-27 PM 9:00:00,26,25.1,2.3,75,23.8,782,0.003,0.5,0.047,0.018,40
2019-08-27 PM 10:00:00,24,24.8,3.3,77,24,1812,0.003,0.5,0.052,0.015,35
2019-08-27 PM 11:00:00,19,24.5,2.7,81,24.9,2000,0.002,0.4,0.054,0.011,31
2019-08-28 AM 1:00:00,16,24.4,1.1,81,24.7,1937,0.003,0.4,0.045,0.009,27
2019-08-28 AM 2:00:00,14,24.4,2.5,79,24.1,2000,0.003,0.4,0.045,0.006,23
2019-08-28 AM 3:00:00,16,24.3,1,83,25.2,1199,0.003,0.4,0.04,0.006,28
2019-08-28 AM 4:00:00,16,24.2,1.5,83,25,1510,0.003,0.4,0.038,0.006,28
2019-08-28 AM 5:00:00,17,24.1,1.1,85,25.5,1204,0.003,0.4,0.035,0.007,30
2019-08-28 AM 6:00:00,15,23.9,1.7,86,25.5,1715,0.003,0.5,0.034,0.01,28
2019-08-28 AM 7:00:00,18,23.7,1.1,86,25.2,1605,0.002,0.5,0.024,0.018,33
2019-08-28 AM 8:00:00,20,24.7,0.8,74,22.9,1600,0.003,0.6,0.022,0.022,40
2019-08-28 AM 9:00:00,21,25.2,2.8,72,22.9,2000,0.004,0.6,0.025,0.024,46
2019-08-28 AM 10:00:00,23,26,2.8,73,24.4,2000,0.004,0.5,0.045,0.012,49
2019-08-28 AM 11:00:00,17,27.4,3.4,66,24,2000,0.004,0.5,0.061,0.013,32
2019-08-28 PM 12:00:00,20,27.7,3.1,57,21.2,2000,0.004,0.4,0.069,0.012,35
2019-08-28 PM 1:00:00,17,27.9,3.8,57,21.3,2000,0.003,0.4,0.062,0.012,29
2019-08-28 PM 2:00:00,8,28.5,3.4,51,19.7,2000,0.003,0.4,0.049,0.01,21
2019-08-28 PM 3:00:00,8,27.8,3.8,62,23.1,2000,0.003,0.4,0.049,0.01,21
2019-08-28 PM 4:00:00,18,27.7,3.1,66,24.4,2000,0.004,0.4,0.056,0.011,35
2019-08-28 PM 5:00:00,16,27.2,3.4,65,23.4,2000,0.004,0.4,0.05,0.012,35
2019-08-28 PM 6:00:00,16,26.5,3.6,71,24.6,2000,0.003,0.4,0.049,0.014,29
2019-08-28 PM 7:00:00,16,25.4,3.5,80,25.8,2000,0.003,0.4,0.045,0.016,31
2019-08-28 PM 8:00:00,16,24.9,4.1,85,26.6,1951,0.003,0.4,0.043,0.016,30
2019-08-28 PM 9:00:00,14,24.9,3.5,82,25.8,2000,0.004,0.4,0.047,0.012,26
2019-08-28 PM 10:00:00,16,24.9,2.9,85,26.6,1912,0.004,0.4,0.049,0.012,28
2019-08-28 PM 11:00:00,16,24.6,2.6,87,26.8,1640,0.004,0.4,0.045,0.012,27
2019-08-29 AM 1:00:00,16,24.6,3,88,27.1,1416,0.003,0.4,0.038,0.012,28
2019-08-29 AM 2:00:00,19,24.2,2.8,91,27.4,569,0.003,0.4,0.036,0.012,28
2019-08-29 AM 3:00:00,18,24.2,2.2,92,27.7,586,0.003,0.4,0.043,0.009,30
2019-08-29 AM 4:00:00,22,24.2,3.3,91,27.4,581,0.004,0.5,0.038,0.012,39
2019-08-29 AM 5:00:00,25,24,3.1,92,27.4,406,0.003,0.5,0.041,0.012,44
2019-08-29 AM 6:00:00,25,23.7,4,92,26.9,353,0.003,0.5,0.035,0.014,42
2019-08-29 AM 7:00:00,29,23.7,4.1,91,26.6,301,0.004,0.5,0.029,0.019,45
2019-08-29 AM 8:00:00,31,23.8,4.1,89,26.1,428,0.004,0.5,0.029,0.026,48
2019-08-29 AM 9:00:00,31,24.5,4.5,84,25.8,544,0.005,0.6,0.033,0.024,54
2019-08-29 AM 10:00:00,29,20.7,3.1,94,22.8,110,0.005,0.6,0.036,0.028,51
2019-08-29 AM 11:00:00,24,20.6,2.5,91,22,169,0.004,0.5,0.057,0.018,37
2019-08-29 PM 12:00:00,17,21.4,2.2,94,23.8,209,0.003,0.5,0.044,0.021,30
2019-08-29 PM 1:00:00,18,22.4,4.5,89,24,337,0.003,0.5,0.049,0.019,33
2019-08-29 PM 2:00:00,22,24.1,4.1,73,21.8,1323,0.003,0.6,0.054,0.024,37
2019-08-29 PM 3:00:00,23,25.4,4.1,66,21.3,1372,0.004,0.6,0.066,0.021,40
2019-08-29 PM 4:00:00,24,26.1,4.8,67,22.5,1317,0.005,0.6,0.071,0.019,40
2019-08-29 PM 5:00:00,27,26.2,3.4,70,23.7,1026,0.005,0.6,0.074,0.017,48
2019-08-29 PM 6:00:00,27,25.4,3.8,74,24,1083,0.004,0.6,0.074,0.016,48
2019-08-29 PM 7:00:00,28,24.1,5.5,64,19.1,2000,0.004,0.5,0.07,0.015,47
2019-08-29 PM 8:00:00,21,23.7,3.4,70,20.4,2000,0.004,0.5,0.056,0.013,54
2019-08-29 PM 9:00:00,13,23.2,2.9,67,19,2000,0.003,0.4,0.044,0.012,36
2019-08-29 PM 10:00:00,9,23,3.5,66,18.4,2000,0.003,0.4,0.037,0.015,40
2019-08-29 PM 11:00:00,9,22.6,3.6,69,18.9,1938,0.003,0.4,0.039,0.011,24
2019-08-30 AM 1:00:00,11,22.2,2.4,70,18.6,1528,0.002,0.4,0.036,0.013,24
2019-08-30 AM 2:00:00,12,22,2.6,69,18.2,2000,0.003,0.4,0.036,0.012,23
2019-08-30 AM 3:00:00,11,22.1,2.9,68,18.1,2000,0.004,0.4,0.029,0.012,26
2019-08-30 AM 4:00:00,11,22.1,2.9,68,18.1,2000,0.003,0.4,0.029,0.012,26
2019-08-30 AM 5:00:00,14,22,2.5,69,18.2,1987,0.003,0.4,0.021,0.017,26
2019-08-30 AM 6:00:00,12,22.2,3.4,69,18.4,1615,0.003,0.4,0.024,0.019,26
2019-08-30 AM 7:00:00,13,21.9,4.5,70,18.3,2000,0.003,0.4,0.031,0.018,26
2019-08-30 AM 8:00:00,13,22.3,3.7,65,17.4,2000,0.003,0.4,0.027,0.021,27
2019-08-30 AM 9:00:00,11,22.8,4.6,67,18.5,2000,0.003,0.4,0.034,0.01,19
2019-08-30 AM 10:00:00,9,23.4,3.7,58,16.6,2000,0.003,0.4,0.041,0.008,17
2019-08-30 AM 11:00:00,7,24.5,2.4,52,15.9,2000,0.003,0.4,0.043,0.01,19
2019-08-30 PM 12:00:00,10,24.9,3.9,54,16.9,2000,0.003,0.4,0.044,0.009,15
2019-08-30 PM 1:00:00,4,25.1,4.8,51,16.2,2000,0.003,0.3,0.044,0.008,13
2019-08-30 PM 2:00:00,5,25.2,4.1,57,18.2,2000,0.004,0.3,0.043,0.009,16
2019-08-30 PM 3:00:00,6,24.6,3.5,63,19.4,2000,0.004,0.3,0.044,0.01,16
2019-08-30 PM 4:00:00,7,25,4.4,60,18.9,2000,0.003,0.3,0.046,0.011,18
2019-08-30 PM 5:00:00,7,24.5,5.5,68,20.8,2000,0.003,0.3,0.046,0.01,21
2019-08-30 PM 6:00:00,8,23.8,3.7,77,22.7,2000,0.003,0.4,0.045,0.011,22
2019-08-30 PM 7:00:00,8,23.8,6.6,59,17.3,2000,0.003,0.4,0.044,0.014,25
2019-08-30 PM 8:00:00,9,23.2,3.5,67,19,2000,0.003,0.4,0.041,0.014,21
2019-08-30 PM 9:00:00,11,22.9,2.4,67,18.6,2000,0.002,0.4,0.038,0.014,22
2019-08-30 PM 10:00:00,9,22.8,3.7,67,18.5,1976,0.003,0.4,0.036,0.014,17
2019-08-30 PM 11:00:00,6,22.1,4.6,74,19.6,2000,0.002,0.4,0.036,0.011,16
2019-08-31 AM 1:00:00,8,20.8,4.1,78,19.1,2000,0.002,0.4,0.034,0.008,20
2019-08-31 AM 2:00:00,9,20.5,2.8,75,18.1,2000,0.003,0.4,0.032,0.009,19
2019-08-31 AM 3:00:00,9,20.2,2.3,84,19.9,2000,0.003,0.4,0.028,0.01,20
